Origin,Year,Enplanements
MSO,1996,"175,252"
MSO,1997,"181,930"
MSO,1998,"186,817"
MSO,1999,"207,333"
MSO,2000,"197,880"
MSO,2001,"198,054"
MSO,2002,"205,626"
MSO,2003,"254,425"
MSO,2004,"265,836"
MSO,2005,"271,394"
MSO,2006,"276,071"
MSO,2007,"285,234"
MSO,2008,"287,689"
MSO,2009,"281,077"
MSO,2010,"289,357"
MSO,2011,"291,874"
MSO,2012,"303,483"
MSO,2013,"297,074"
MSO,2014,"334,535"
MSO,2015,"348,791"
MSO,2016,"350,315"
MLB,1990,"360,126"
MLB,1991,"305,371"
MLB,1992,"315,398"
MLB,1993,"282,774"
MLB,1994,"282,805"
MLB,1995,"258,482"
MLB,1996,"300,888"
MLB,1997,"289,424"
MLB,1998,"258,987"
MLB,1999,"273,558"
MLB,2000,"261,450"
MLB,2001,"261,779"
MLB,2002,"197,372"
MLB,2003,"194,407"
MLB,2004,"201,249"
MLB,2005,"226,177"
MLB,2006,"162,023"
MLB,2007,"136,917"
MLB,2008,"144,049"
MLB,2009,"109,468"
MLB,2010,"179,796"
MLB,2011,"207,818"
MLB,2012,"215,264"
MLB,2013,"211,500"
MLB,2014,"214,696"
MLB,2015,"220,387"
MLB,2016,"202,994"
PSC,1990,"125,066"
PSC,1991,"162,225"
PSC,1992,"167,728"
PSC,1993,"167,306"
PSC,1994,"167,804"
PSC,1995,"147,334"
PSC,1996,"149,615"
PSC,1997,"160,702"
PSC,1998,"156,765"
PSC,1999,"159,955"
PSC,2000,"164,355"
PSC,2001,"147,643"
PSC,2002,"174,979"
PSC,2003,"210,888"
PSC,2004,"218,335"
PSC,2005,"240,613"
PSC,2006,"226,813"
PSC,2007,"242,779"
PSC,2008,"242,272"
PSC,2009,"258,374"
PSC,2010,"312,765"
PSC,2011,"326,892"
PSC,2012,"329,755"
PSC,2013,"327,310"
PSC,2014,"329,081"
PSC,2015,"348,822"
PSC,2016,"338,831"
LAN,1990,"187,455"
LAN,1991,"189,874"
LAN,1992,"234,333"
LAN,1993,"191,538"
LAN,1994,"198,598"
LAN,1995,"214,898"
LAN,1996,"216,687"
LAN,1997,"258,082"
LAN,1998,"255,028"
LAN,1999,"261,112"
LAN,2000,"241,036"
LAN,2001,"220,250"
LAN,2002,"200,176"
LAN,2003,"273,319"
LAN,2004,"330,123"
LAN,2005,"314,187"
LAN,2006,"286,135"
LAN,2007,"256,413"
LAN,2008,"217,309"
LAN,2009,"138,964"
LAN,2010,"133,848"
LAN,2011,"185,143"
LAN,2012,"200,393"
LAN,2013,"216,369"
LAN,2014,"201,711"
LAN,2015,"180,786"
LAN,2016,"146,282"
PIA,1990,"108,716"
PIA,1991,"119,265"
PIA,1992,"168,323"
PIA,1993,"173,156"
PIA,1994,"162,163"
PIA,1995,"141,596"
PIA,1996,"148,562"
PIA,1997,"212,622"
PIA,1998,"218,457"
PIA,1999,"194,307"
PIA,2000,"170,983"
PIA,2001,"178,274"
PIA,2002,"193,280"
PIA,2003,"178,515"
PIA,2004,"222,601"
PIA,2005,"255,299"
PIA,2006,"240,248"
PIA,2007,"270,769"
PIA,2008,"277,542"
PIA,2009,"242,136"
PIA,2010,"249,417"
PIA,2011,"249,251"
PIA,2012,"286,152"
PIA,2013,"290,833"
PIA,2014,"319,685"
PIA,2015,"317,183"
PIA,2016,"280,426"
ATW,1990,"129,306"
ATW,1991,"122,515"
ATW,1992,"132,398"
ATW,1993,"131,760"
ATW,1994,"120,857"
ATW,1995,"125,278"
ATW,1996,"130,133"
ATW,1997,"157,595"
ATW,1998,"201,148"
ATW,1999,"203,600"
ATW,2000,"235,929"
ATW,2001,"208,881"
ATW,2002,"211,304"
ATW,2003,"248,555"
ATW,2004,"287,347"
ATW,2005,"298,077"
ATW,2006,"283,824"
ATW,2007,"287,051"
ATW,2008,"258,415"
ATW,2009,"271,953"
ATW,2010,"271,710"
ATW,2011,"242,210"
ATW,2012,"229,049"
ATW,2013,"246,029"
ATW,2014,"249,585"
ATW,2015,"258,288"
ATW,2016,"248,812"
BLI,1990,"86,944"
BLI,1991,"93,093"
BLI,1992,"85,783"
BLI,1993,"72,633"
BLI,1994,"76,932"
BLI,1995,"93,837"
BLI,1996,"90,734"
BLI,1997,"74,531"
BLI,1998,"62,030"
BLI,1999,"65,184"
BLI,2000,"75,431"
BLI,2001,"66,239"
BLI,2002,"69,231"
BLI,2003,"64,933"
BLI,2004,"82,131"
BLI,2005,"101,272"
BLI,2006,"135,075"
BLI,2007,"238,417"
BLI,2008,"277,219"
BLI,2009,"326,716"
BLI,2010,"398,264"
BLI,2011,"515,366"
BLI,2012,"574,239"
BLI,2013,"595,969"
BLI,2014,"539,002"
BLI,2015,"447,662"
BLI,2016,"379,927"
JAC,1990,"112,029"
JAC,1991,"126,056"
JAC,1992,"144,034"
JAC,1993,"143,598"
JAC,1994,"123,442"
JAC,1995,"121,392"
JAC,1996,"145,529"
JAC,1997,"140,009"
JAC,1998,"150,625"
JAC,1999,"107,969"
JAC,2000,"116,270"
JAC,2001,"114,141"
JAC,2002,"132,742"
JAC,2003,"212,107"
JAC,2004,"212,170"
JAC,2005,"246,986"
JAC,2006,"273,259"
JAC,2007,"277,899"
JAC,2008,"304,502"
JAC,2009,"284,135"
JAC,2010,"287,979"
JAC,2011,"278,998"
JAC,2012,"274,083"
JAC,2013,"293,329"
JAC,2014,"308,287"
JAC,2015,"313,060"
JAC,2016,"320,283"
CRW,1990,"172,197"
CRW,1991,"156,663"
CRW,1992,"144,647"
CRW,1993,"151,907"
CRW,1994,"160,513"
CRW,1995,"150,339"
CRW,1996,"131,790"
CRW,1997,"147,698"
CRW,1998,"135,977"
CRW,1999,"118,550"
CRW,2000,"141,566"
CRW,2001,"112,966"
CRW,2002,"143,372"
CRW,2003,"239,643"
CRW,2004,"290,773"
CRW,2005,"316,940"
CRW,2006,"284,056"
CRW,2007,"269,541"
CRW,2008,"243,434"
CRW,2009,"237,497"
CRW,2010,"264,441"
CRW,2011,"282,500"
CRW,2012,"272,236"
CRW,2013,"249,887"
CRW,2014,"241,104"
CRW,2015,"225,169"
CRW,2016,"197,180"
MBS,1990,"218,997"
MBS,1991,"218,113"
MBS,1992,"231,466"
MBS,1993,"224,347"
MBS,1994,"230,074"
MBS,1995,"230,137"
MBS,1996,"264,920"
MBS,1997,"276,729"
MBS,1998,"280,979"
MBS,1999,"275,645"
MBS,2000,"264,533"
MBS,2001,"209,176"
MBS,2002,"193,525"
MBS,2003,"222,202"
MBS,2004,"218,320"
MBS,2005,"213,595"
MBS,2006,"200,073"
MBS,2007,"186,531"
MBS,2008,"162,394"
MBS,2009,"144,834"
MBS,2010,"146,566"
MBS,2011,"135,418"
MBS,2012,"134,324"
MBS,2013,"120,503"
MBS,2014,"122,770"
MBS,2015,"118,869"
MBS,2016,"113,080"
ASE,1990,"141,699"
ASE,1991,"134,205"
ASE,1992,"161,447"
ASE,1993,"179,239"
ASE,1994,"185,422"
ASE,1995,"203,369"
ASE,1996,"200,858"
ASE,1997,"188,938"
ASE,1998,"212,188"
ASE,1999,"205,448"
ASE,2000,"198,723"
ASE,2001,"174,438"
ASE,2002,"178,642"
ASE,2003,"189,795"
ASE,2004,"183,934"
ASE,2005,"193,626"
ASE,2006,"200,847"
ASE,2007,"180,861"
ASE,2008,"212,337"
ASE,2009,"216,409"
ASE,2010,"222,255"
ASE,2011,"221,108"
ASE,2012,"214,207"
ASE,2013,"204,198"
ASE,2014,"217,134"
ASE,2015,"233,476"
ASE,2016,"230,736"
EYW,1990,"80,203"
EYW,1991,"15,616"
EYW,1994,"8,476"
EYW,1995,"78,250"
EYW,1996,"67,924"
EYW,1997,"19,105"
EYW,1998,"89,365"
EYW,1999,"96,593"
EYW,2000,"124,924"
EYW,2001,"109,871"
EYW,2002,"149,952"
EYW,2003,"274,490"
EYW,2004,"298,772"
EYW,2005,"313,814"
EYW,2006,"284,461"
EYW,2007,"270,484"
EYW,2008,"231,207"
EYW,2009,"234,256"
EYW,2010,"287,320"
EYW,2011,"335,532"
EYW,2012,"370,571"
EYW,2013,"402,495"
EYW,2014,"383,747"
EYW,2015,"362,103"
EYW,2016,"346,951"
AGS,1990,"150,975"
AGS,1991,"180,153"
AGS,1992,"190,590"
AGS,1993,"203,823"
AGS,1994,"189,322"
AGS,1995,"159,651"
AGS,1996,"152,856"
AGS,1997,"164,307"
AGS,1998,"171,110"
AGS,1999,"170,037"
AGS,2000,"165,353"
AGS,2001,"130,875"
AGS,2002,"129,447"
AGS,2003,"165,896"
AGS,2004,"173,285"
AGS,2005,"155,146"
AGS,2006,"133,948"
AGS,2007,"153,120"
AGS,2008,"175,648"
AGS,2009,"196,900"
AGS,2010,"245,507"
AGS,2011,"267,579"
AGS,2012,"271,176"
AGS,2013,"259,052"
AGS,2014,"263,148"
AGS,2015,"271,843"
AGS,2016,"249,485"
RAP,1990,"103,836"
RAP,1991,"101,148"
RAP,1992,"113,578"
RAP,1993,"114,063"
RAP,1994,"74,418"
RAP,1995,"110,054"
RAP,1996,"135,392"
RAP,1997,"97,461"
RAP,1998,"118,128"
RAP,1999,"159,823"
RAP,2000,"165,855"
RAP,2001,"144,798"
RAP,2002,"144,249"
RAP,2003,"217,442"
RAP,2004,"239,173"
RAP,2005,"243,874"
RAP,2006,"224,539"
RAP,2007,"237,308"
RAP,2008,"272,285"
RAP,2009,"266,421"
RAP,2010,"283,993"
RAP,2011,"253,918"
RAP,2012,"252,238"
RAP,2013,"255,371"
RAP,2014,"266,293"
RAP,2015,"263,561"
RAP,2016,"252,031"
TOL,1990,"202,292"
TOL,1991,"204,687"
TOL,1992,"244,415"
TOL,1993,"205,795"
TOL,1994,"187,447"
TOL,1995,"191,259"
TOL,1996,"209,726"
TOL,1997,"257,844"
TOL,1998,"238,098"
TOL,1999,"159,905"
TOL,2000,"236,881"
TOL,2001,"303,768"
TOL,2002,"292,569"
TOL,2003,"294,830"
TOL,2004,"304,661"
TOL,2005,"233,764"
TOL,2006,"194,016"
TOL,2007,"169,087"
TOL,2008,"128,367"
TOL,2009,"93,644"
TOL,2010,"90,907"
TOL,2011,"77,453"
TOL,2012,"78,120"
TOL,2013,"85,899"
TOL,2014,"98,739"
TOL,2015,"93,992"
TOL,2016,"83,614"
LNK,1990,"198,636"
LNK,1991,"162,412"
LNK,1992,"191,158"
LNK,1993,"188,691"
LNK,1994,"206,744"
LNK,1995,"227,969"
LNK,1996,"220,100"
LNK,1997,"231,493"
LNK,1998,"232,940"
LNK,1999,"265,394"
LNK,2000,"241,004"
LNK,2001,"161,265"
LNK,2002,"138,465"
LNK,2003,"209,853"
LNK,2004,"220,129"
LNK,2005,"203,181"
LNK,2006,"190,414"
LNK,2007,"169,733"
LNK,2008,"159,679"
LNK,2009,"142,294"
LNK,2010,"138,638"
LNK,2011,"130,480"
LNK,2012,"134,672"
LNK,2013,"138,168"
LNK,2014,"141,680"
LNK,2015,"160,160"
LNK,2016,"149,329"
AVP,1990,"178,900"
AVP,1991,"144,600"
AVP,1992,"135,157"
AVP,1993,"159,096"
AVP,1994,"168,403"
AVP,1995,"176,915"
AVP,1996,"192,363"
AVP,1997,"153,989"
AVP,1998,"136,172"
AVP,1999,"110,267"
AVP,2000,"124,082"
AVP,2001,"113,770"
AVP,2002,"142,477"
AVP,2003,"180,379"
AVP,2004,"200,517"
AVP,2005,"221,835"
AVP,2006,"213,104"
AVP,2007,"219,042"
AVP,2008,"219,669"
AVP,2009,"204,230"
AVP,2010,"213,363"
AVP,2011,"228,322"
AVP,2012,"220,882"
AVP,2013,"216,112"
AVP,2014,"214,273"
AVP,2015,"219,564"
AVP,2016,"214,410"
TRI,1990,"119,566"
TRI,1991,"136,960"
TRI,1992,"133,898"
TRI,1993,"151,362"
TRI,1994,"155,249"
TRI,1995,"165,181"
TRI,1996,"154,439"
TRI,1997,"150,256"
TRI,1998,"158,624"
TRI,1999,"162,119"
TRI,2000,"175,087"
TRI,2001,"132,894"
TRI,2002,"138,568"
TRI,2003,"195,696"
TRI,2004,"213,358"
TRI,2005,"244,719"
TRI,2006,"210,922"
TRI,2007,"212,598"
TRI,2008,"202,283"
TRI,2009,"217,172"
TRI,2010,"202,099"
TRI,2011,"220,441"
TRI,2012,"206,705"
TRI,2013,"204,050"
TRI,2014,"215,173"
TRI,2015,"216,248"
TRI,2016,"187,653"
STX,1990,"124,056"
STX,1991,"154,422"
STX,1992,"149,826"
STX,1993,"182,838"
STX,1994,"219,727"
STX,1995,"207,385"
STX,1996,"219,097"
STX,1997,"199,257"
STX,1998,"185,603"
STX,1999,"182,083"
STX,2000,"187,614"
STX,2001,"173,370"
STX,2002,"162,826"
STX,2003,"150,726"
STX,2004,"167,268"
STX,2005,"187,311"
STX,2006,"187,403"
STX,2007,"184,326"
STX,2008,"169,660"
STX,2009,"173,263"
STX,2010,"187,211"
STX,2011,"184,265"
STX,2012,"200,700"
STX,2013,"182,631"
STX,2014,"185,889"
STX,2015,"176,588"
STX,2016,"179,526"
AZA,2008,"189,885"
AZA,2009,"289,769"
AZA,2010,"417,472"
AZA,2011,"514,835"
AZA,2012,"742,324"
AZA,2013,"724,843"
AZA,2014,"669,779"
AZA,2015,"666,001"
AZA,2016,"646,997"
AZO,1990,"176,171"
AZO,1991,"169,148"
AZO,1992,"207,346"
AZO,1993,"191,078"
AZO,1994,"190,343"
AZO,1995,"174,478"
AZO,1996,"160,807"
AZO,1997,"179,340"
AZO,1998,"214,911"
AZO,1999,"215,122"
AZO,2000,"224,760"
AZO,2001,"232,810"
AZO,2002,"195,951"
AZO,2003,"222,797"
AZO,2004,"222,075"
AZO,2005,"235,892"
AZO,2006,"205,415"
AZO,2007,"188,804"
AZO,2008,"168,609"
AZO,2009,"130,731"
AZO,2010,"137,088"
AZO,2011,"148,605"
AZO,2012,"127,512"
AZO,2013,"129,081"
AZO,2014,"134,779"
AZO,2015,"122,060"
AZO,2016,"142,935"
BGR,1990,"134,442"
BGR,1991,"127,447"
BGR,1992,"156,916"
BGR,1993,"159,553"
BGR,1994,"153,765"
BGR,1995,"187,004"
BGR,1996,"158,653"
BGR,1997,"128,855"
BGR,1998,"102,642"
BGR,1999,"33,623"
BGR,2000,"59,398"
BGR,2001,"134,972"
BGR,2002,"183,448"
BGR,2003,"215,263"
BGR,2004,"235,088"
BGR,2005,"250,588"
BGR,2006,"213,984"
BGR,2007,"200,971"
BGR,2008,"179,579"
BGR,2009,"190,979"
BGR,2010,"195,386"
BGR,2011,"215,648"
BGR,2012,"228,555"
BGR,2013,"243,441"
BGR,2014,"246,734"
BGR,2015,"241,840"
BGR,2016,"230,047"
BMI,1991,"19,383"
BMI,1992,"53,347"
BMI,1993,"52,734"
BMI,1994,"54,747"
BMI,1995,"53,202"
BMI,1996,"50,737"
BMI,1997,"127,811"
BMI,1998,"188,416"
BMI,1999,"215,064"
BMI,2000,"234,738"
BMI,2001,"206,859"
BMI,2002,"199,980"
BMI,2003,"207,197"
BMI,2004,"219,894"
BMI,2005,"227,739"
BMI,2006,"255,958"
BMI,2007,"262,809"
BMI,2008,"262,363"
BMI,2009,"243,362"
BMI,2010,"274,592"
BMI,2011,"284,792"
BMI,2012,"240,127"
BMI,2013,"211,873"
BMI,2014,"204,446"
BMI,2015,"186,504"
BMI,2016,"174,040"
FAY,1990,"135,294"
FAY,1991,"147,083"
FAY,1992,"133,797"
FAY,1993,"147,875"
FAY,1994,"167,563"
FAY,1995,"153,638"
FAY,1996,"160,847"
FAY,1997,"152,655"
FAY,1998,"138,808"
FAY,1999,"125,204"
FAY,2000,"120,260"
FAY,2001,"68,923"
FAY,2002,"74,841"
FAY,2003,"120,649"
FAY,2004,"158,717"
FAY,2005,"153,485"
FAY,2006,"154,945"
FAY,2007,"175,423"
FAY,2008,"202,387"
FAY,2009,"230,888"
FAY,2010,"258,860"
FAY,2011,"259,113"
FAY,2012,"255,023"
FAY,2013,"243,842"
FAY,2014,"230,204"
FAY,2015,"219,564"
FAY,2016,"205,588"
MGM,1990,"107,084"
MGM,1991,"122,961"
MGM,1992,"139,755"
MGM,1993,"147,667"
MGM,1994,"154,995"
MGM,1995,"146,339"
MGM,1996,"159,767"
MGM,1997,"179,860"
MGM,1998,"188,635"
MGM,1999,"199,872"
MGM,2000,"182,079"
MGM,2001,"137,237"
MGM,2002,"166,162"
MGM,2003,"212,291"
MGM,2004,"214,837"
MGM,2005,"203,342"
MGM,2006,"187,943"
MGM,2007,"180,945"
MGM,2008,"169,848"
MGM,2009,"163,277"
MGM,2010,"194,015"
MGM,2011,"186,819"
MGM,2012,"182,114"
MGM,2013,"157,706"
MGM,2014,"169,373"
MGM,2015,"175,506"
MGM,2016,"159,079"
EVV,1990,"92,731"
EVV,1991,"101,420"
EVV,1992,"118,453"
EVV,1993,"133,069"
EVV,1994,"130,201"
EVV,1995,"104,398"
EVV,1996,"72,608"
EVV,1997,"122,372"
EVV,1998,"144,371"
EVV,1999,"153,037"
EVV,2000,"184,528"
EVV,2001,"158,497"
EVV,2002,"192,809"
EVV,2003,"217,108"
EVV,2004,"229,561"
EVV,2005,"244,257"
EVV,2006,"234,190"
EVV,2007,"222,439"
EVV,2008,"193,138"
EVV,2009,"153,966"
EVV,2010,"169,960"
EVV,2011,"169,386"
EVV,2012,"164,672"
EVV,2013,"161,113"
EVV,2014,"171,084"
EVV,2015,"203,190"
EVV,2016,"187,332"
BIS,1990,"126,206"
BIS,1991,"122,099"
BIS,1992,"129,080"
BIS,1993,"119,582"
BIS,1994,"113,516"
BIS,1995,"121,299"
BIS,1996,"110,670"
BIS,1997,"106,471"
BIS,1998,"101,591"
BIS,1999,"115,294"
BIS,2000,"133,293"
BIS,2001,"125,555"
BIS,2002,"138,954"
BIS,2003,"143,972"
BIS,2004,"162,872"
BIS,2005,"173,964"
BIS,2006,"179,769"
BIS,2007,"182,829"
BIS,2008,"177,575"
BIS,2009,"183,760"
BIS,2010,"196,029"
BIS,2011,"197,167"
BIS,2012,"238,915"
BIS,2013,"238,813"
BIS,2014,"248,206"
BIS,2015,"262,409"
BIS,2016,"248,727"
TVC,1990,"29,363"
TVC,1991,"46,078"
TVC,1992,"99,303"
TVC,1993,"109,861"
TVC,1994,"120,356"
TVC,1995,"122,969"
TVC,1996,"120,237"
TVC,1997,"140,873"
TVC,1998,"157,724"
TVC,1999,"163,766"
TVC,2000,"164,906"
TVC,2001,"168,424"
TVC,2002,"180,926"
TVC,2003,"190,072"
TVC,2004,"197,057"
TVC,2005,"217,677"
TVC,2006,"207,761"
TVC,2007,"201,960"
TVC,2008,"182,170"
TVC,2009,"175,463"
TVC,2010,"166,371"
TVC,2011,"170,311"
TVC,2012,"179,114"
TVC,2013,"189,252"
TVC,2014,"195,302"
TVC,2015,"209,494"
TVC,2016,"210,575"
LFT,1990,"49,126"
LFT,1991,"46,149"
LFT,1992,"38,504"
LFT,1993,"74,907"
LFT,1994,"66,555"
LFT,1995,"72,694"
LFT,1996,"90,002"
LFT,1997,"120,350"
LFT,1998,"170,291"
LFT,1999,"166,624"
LFT,2000,"154,916"
LFT,2001,"146,812"
LFT,2002,"146,701"
LFT,2003,"155,778"
LFT,2004,"161,941"
LFT,2005,"176,416"
LFT,2006,"207,078"
LFT,2007,"217,989"
LFT,2008,"207,857"
LFT,2009,"205,038"
LFT,2010,"220,125"
LFT,2011,"222,229"
LFT,2012,"225,466"
LFT,2013,"232,209"
LFT,2014,"246,828"
LFT,2015,"243,254"
LFT,2016,"190,000"
FCA,1990,"63,849"
FCA,1991,"76,939"
FCA,1992,"86,540"
FCA,1993,"89,976"
FCA,1994,"102,383"
FCA,1995,"113,860"
FCA,1996,"121,871"
FCA,1997,"132,047"
FCA,1998,"132,265"
FCA,1999,"140,485"
FCA,2000,"150,637"
FCA,2001,"149,759"
FCA,2002,"154,750"
FCA,2003,"170,290"
FCA,2004,"178,393"
FCA,2005,"192,264"
FCA,2006,"175,064"
FCA,2007,"187,716"
FCA,2008,"186,137"
FCA,2009,"160,079"
FCA,2010,"175,064"
FCA,2011,"178,984"
FCA,2012,"192,368"
FCA,2013,"199,292"
FCA,2014,"224,660"
FCA,2015,"237,470"
FCA,2016,"231,946"
RDM,1990,"46,222"
RDM,1991,"63,744"
RDM,1992,"63,632"
RDM,1993,"55,163"
RDM,1994,"54,606"
RDM,1995,"64,456"
RDM,1996,"75,283"
RDM,1997,"90,784"
RDM,1998,"87,014"
RDM,1999,"85,726"
RDM,2000,"85,333"
RDM,2001,"84,789"
RDM,2002,"95,597"
RDM,2003,"139,318"
RDM,2004,"149,401"
RDM,2005,"180,574"
RDM,2006,"205,687"
RDM,2007,"236,829"
RDM,2008,"235,070"
RDM,2009,"221,421"
RDM,2010,"226,240"
RDM,2011,"229,943"
RDM,2012,"229,453"
RDM,2013,"235,669"
RDM,2014,"254,476"
RDM,2015,"280,181"
RDM,2016,"279,090"
EGE,1990,"8,356"
EGE,1991,"30,082"
EGE,1992,"35,045"
EGE,1993,"54,168"
EGE,1994,"63,412"
EGE,1995,"81,260"
EGE,1996,"113,992"
EGE,1997,"166,093"
EGE,1998,"169,590"
EGE,1999,"162,703"
EGE,2000,"166,747"
EGE,2001,"165,362"
EGE,2002,"169,669"
EGE,2003,"168,189"
EGE,2004,"192,308"
EGE,2005,"213,069"
EGE,2006,"216,871"
EGE,2007,"230,350"
EGE,2008,"211,804"
EGE,2009,"181,436"
EGE,2010,"200,625"
EGE,2011,"189,213"
EGE,2012,"167,471"
EGE,2013,"165,402"
EGE,2014,"164,633"
EGE,2015,"156,876"
EGE,2016,"144,139"
GNV,1990,"166,024"
GNV,1991,"106,844"
GNV,1992,"139,392"
GNV,1993,"140,596"
GNV,1994,"131,703"
GNV,1995,"140,466"
GNV,1996,"150,827"
GNV,1997,"150,032"
GNV,1998,"96,420"
GNV,1999,"113,101"
GNV,2000,"114,981"
GNV,2001,"92,479"
GNV,2002,"105,932"
GNV,2003,"120,523"
GNV,2004,"135,326"
GNV,2005,"171,004"
GNV,2006,"153,358"
GNV,2007,"141,845"
GNV,2008,"135,763"
GNV,2009,"130,087"
GNV,2010,"159,476"
GNV,2011,"177,084"
GNV,2012,"190,299"
GNV,2013,"198,006"
GNV,2014,"206,588"
GNV,2015,"213,120"
GNV,2016,"188,922"
MRY,1990,"168,099"
MRY,1991,"119,559"
MRY,1992,"113,060"
MRY,1993,"89,264"
MRY,1994,"80,736"
MRY,1995,"82,458"
MRY,1996,"85,105"
MRY,1997,"73,510"
MRY,1998,"96,177"
MRY,1999,"87,315"
MRY,2000,"44,091"
MRY,2001,"37,691"
MRY,2002,"73,184"
MRY,2003,"182,348"
MRY,2004,"183,721"
MRY,2005,"193,468"
MRY,2006,"199,177"
MRY,2007,"215,169"
MRY,2008,"207,369"
MRY,2009,"190,568"
MRY,2010,"189,985"
MRY,2011,"181,285"
MRY,2012,"196,018"
MRY,2013,"202,023"
MRY,2014,"186,718"
MRY,2015,"180,316"
MRY,2016,"176,058"
GTF,1990,"116,147"
GTF,1991,"123,336"
GTF,1992,"131,001"
GTF,1993,"124,340"
GTF,1994,"123,000"
GTF,1995,"123,689"
GTF,1996,"117,319"
GTF,1997,"120,246"
GTF,1998,"122,860"
GTF,1999,"130,945"
GTF,2000,"135,284"
GTF,2001,"125,904"
GTF,2002,"124,526"
GTF,2003,"126,763"
GTF,2004,"133,419"
GTF,2005,"155,742"
GTF,2006,"139,333"
GTF,2007,"145,320"
GTF,2008,"143,436"
GTF,2009,"146,080"
GTF,2010,"154,978"
GTF,2011,"167,799"
GTF,2012,"186,694"
GTF,2013,"182,248"
GTF,2014,"190,269"
GTF,2015,"182,296"
GTF,2016,"161,292"
RST,1990,"142,052"
RST,1991,"140,101"
RST,1992,"150,463"
RST,1993,"150,214"
RST,1994,"147,619"
RST,1995,"150,210"
RST,1996,"131,324"
RST,1997,"146,202"
RST,1998,"156,440"
RST,1999,"151,597"
RST,2000,"150,061"
RST,2001,"134,044"
RST,2002,"142,198"
RST,2003,"139,056"
RST,2004,"137,942"
RST,2005,"140,993"
RST,2006,"149,339"
RST,2007,"159,839"
RST,2008,"151,008"
RST,2009,"128,390"
RST,2010,"119,819"
RST,2011,"110,111"
RST,2012,"105,132"
RST,2013,"109,453"
RST,2014,"119,668"
RST,2015,"114,578"
RST,2016,"104,018"
DLH,1990,"111,651"
DLH,1991,"101,689"
DLH,1992,"115,716"
DLH,1993,"103,991"
DLH,1994,"98,806"
DLH,1995,"93,428"
DLH,1996,"89,704"
DLH,1997,"96,621"
DLH,1998,"111,211"
DLH,1999,"137,783"
DLH,2000,"139,000"
DLH,2001,"132,382"
DLH,2002,"141,590"
DLH,2003,"120,102"
DLH,2004,"150,193"
DLH,2005,"146,151"
DLH,2006,"139,455"
DLH,2007,"169,699"
DLH,2008,"147,750"
DLH,2009,"125,237"
DLH,2010,"150,507"
DLH,2011,"146,311"
DLH,2012,"158,412"
DLH,2013,"154,939"
DLH,2014,"153,033"
DLH,2015,"130,943"
DLH,2016,"115,887"
BQN,1990,"9,473"
BQN,1991,"45,533"
BQN,1992,"88,425"
BQN,1993,"104,265"
BQN,1994,"122,879"
BQN,1995,"139,280"
BQN,1996,"77,446"
BQN,1997,"48,359"
BQN,1998,"37,588"
BQN,1999,"5,202"
BQN,2000,"35,390"
BQN,2001,"32,790"
BQN,2002,"37,517"
BQN,2003,"62,585"
BQN,2004,"110,175"
BQN,2005,"122,293"
BQN,2006,"174,400"
BQN,2007,"195,942"
BQN,2008,"240,141"
BQN,2009,"225,448"
BQN,2010,"241,976"
BQN,2011,"230,404"
BQN,2012,"215,381"
BQN,2013,"201,453"
BQN,2014,"212,239"
BQN,2015,"202,041"
BQN,2016,"235,443"
GJT,1990,"70,065"
GJT,1991,"54,112"
GJT,1992,"40,126"
GJT,1993,"28,819"
GJT,1994,"9,273"
GJT,1995,"47,304"
GJT,1996,"90,070"
GJT,1997,"39,643"
GJT,1998,"37,018"
GJT,1999,"66,084"
GJT,2000,"57,321"
GJT,2001,"45,344"
GJT,2002,"34,377"
GJT,2003,"127,984"
GJT,2004,"140,458"
GJT,2005,"156,639"
GJT,2006,"159,444"
GJT,2007,"170,331"
GJT,2008,"212,469"
GJT,2009,"228,810"
GJT,2010,"219,336"
GJT,2011,"217,915"
GJT,2012,"217,234"
GJT,2013,"210,868"
GJT,2014,"214,248"
GJT,2015,"214,190"
GJT,2016,"201,116"
CHO,1990,"76,728"
CHO,1991,"61,801"
CHO,1992,"43,170"
CHO,1993,"5,440"
CHO,1996,"2,844"
CHO,1997,"7,929"
CHO,2000,"15,966"
CHO,2001,"15,928"
CHO,2002,"78,479"
CHO,2003,"165,426"
CHO,2004,"185,430"
CHO,2005,"197,069"
CHO,2006,"185,592"
CHO,2007,"186,579"
CHO,2008,"169,147"
CHO,2009,"180,126"
CHO,2010,"197,485"
CHO,2011,"216,676"
CHO,2012,"229,796"
CHO,2013,"229,719"
CHO,2014,"249,978"
CHO,2015,"273,932"
CHO,2016,"271,176"
ERI,1990,"98,173"
ERI,1991,"102,752"
ERI,1992,"99,946"
ERI,1993,"94,425"
ERI,1994,"89,298"
ERI,1995,"90,654"
ERI,1996,"89,953"
ERI,1997,"119,515"
ERI,1998,"146,313"
ERI,1999,"146,721"
ERI,2000,"133,353"
ERI,2001,"119,240"
ERI,2002,"54,792"
ERI,2003,"138,046"
ERI,2004,"176,047"
ERI,2005,"187,953"
ERI,2006,"161,017"
ERI,2007,"141,984"
ERI,2008,"123,896"
ERI,2009,"121,090"
ERI,2010,"127,049"
ERI,2011,"112,630"
ERI,2012,"109,096"
ERI,2013,"109,113"
ERI,2014,"97,012"
ERI,2015,"88,915"
ERI,2016,"80,847"
CWA,1990,"34,841"
CWA,1991,"41,885"
CWA,1992,"68,314"
CWA,1993,"67,934"
